url,product_name,product_price,product_rating,rating_count,product_description
https://www.ulta.com/p/best-selling-good-girl-very-good-girl-glam-mini-duo-pimprod2055312,Best-selling Good Girl and Very Good Girl Glam Mini Duo,40.0,3.9,11.0,"Discover the Carolina Herrera Best-Selling Good Girl & Very Good Girl Glam Mini Duo. These purse-size, travel-ready women’s fragrances blend warm amber vanilla and fruity floral sophistication—perfect for fall & winter, anytime you want a feminine scent on the go."
https://www.ulta.com/p/bestseller-sample-set-eau-de-toilette-pimprod2045107,Bestseller Sample Set Eau de Toilette,19.0,4.8,433.0,"Snif Bestseller Sample Set Eau de Toilette includes four of our most popular fragrances, Sweet Ash, Tart Deco, Vanilla Vice, and Coco Shimmy. Spray and find your go-to scent."
https://www.ulta.com/p/beyond-romance-eau-de-parfum-pimprod2007054,Beyond Romance Eau de Parfum - 3.4 oz,140.0,4.6,2527.0,Ralph Lauren Beyond Romance Eau de Parfum is a daringly sweet women's fragrance that transforms the everyday into the extraordinary.
https://www.ulta.com/p/bisous-de-fleur-eau-de-parfum-pimprod2055392,Bisous de Fleur Eau De Parfum,30.0,4.6,39.0,"A captivating combination of bergamot, creamy white tea, and cashmere wood make Le Monde Gourmand Bisous de Fleur Eau De Parfum in collaboration with Kathleen Lights a must have."
https://www.ulta.com/p/black-opium-eau-de-parfum-glitter-pimprod2049235,Black Opium Eau de Parfum Glitter - 3.0 oz,172.0,4.5,2032.0,"Black Opium Eau de Parfum Glitter, the iconic coffee floral from Yves Saint Laurent becomes fluffy, sweet and sexy with a sought-after marshmallow musk accord. This long-lasting, sweet and sensual interpretation of Black Opium Propels the iconic gourmand perfume further in to the yummy universe."
https://www.ulta.com/p/black-opium-eau-de-parfum-over-red-pimprod2042984,Black Opium Eau de Parfum Over Red - 3.0 oz,172.0,4.7,1838.0,Yves Saint Laurent Black Opium Eau de Parfum Over Red is a luscious sensorial cherry perfume that truly captures the senses and lasts all night long.
https://www.ulta.com/p/black-opium-eau-de-parfum-xlsImpprod12951153,Black Opium Eau de Parfum - 3.0 oz,172.0,4.7,7556.0,"Yves Saint Laurent Black Opium Eau de Parfum is a seductively intoxicating warm and spicy women's fragrance with notes of coffee, vanilla, and white flower."
https://www.ulta.com/p/black-opium-le-parfum-pimprod2037133,Black Opium Le Parfum - 3.0 oz,205.0,4.6,1883.0,"Yves Saint Laurent Black Opium Le Parfum is a warm and spicy women's perfume. With notes of rich vanilla, white floral, and coffee, this fragrance reinvents the original Eau de Parfum."
https://www.ulta.com/p/black-orchid-eau-de-parfum-pimprod2007686,Black Orchid Eau de Parfum - 3.4 oz,240.0,4.3,943.0,"Tom Ford Black Orchid Eau de Parfum, the essence of the Black Orchid flower in a fragrance both modern and timeless."
https://www.ulta.com/p/black-orchid-reserve-parfum-pimprod2053852,Black Orchid Reserve Parfum - 1.69 oz,205.0,4.6,784.0,Black Orchid Reserve Parfum: TOM FORD's prize-winning floral scented fragrance meets the phantom-like Ghost Orchid accord in this amplified dimension of Black Orchid.
https://www.ulta.com/p/bloom-ambrosia-doro-eau-de-parfum-pimprod2057551,Bloom Ambrosia d'Oro Eau de Parfum - 3.3 oz,168.0,4.5,279.0,"Radiating light, this floral, musky nectar lifts the signature Gucci Bloom bouquet with gilded facets. At its heart, a Golden Queen Accord glows with luminous beauty and velvety richness, while Jasmine Sambac and Tuberose Absolute bring fresh vibrancy and sensual depth."
https://www.ulta.com/p/bloom-eau-de-parfum-intense-pimprod2037961,Bloom Eau de Parfum Intense - 3.3 oz,180.0,4.3,698.0,"Bloom your most intense inner light from the mystery of the night with Gucci Bloom Eau de Parfum Intense, an mesmerizing deep floral Gucci fragrance inspired by the magnetic forces of moonlight that encourages all to bloom into their truest selves."
https://www.ulta.com/p/bloom-eau-de-parfum-xlsImpprod16561034,Bloom Eau de Parfum - 1.6 oz,138.0,4.5,5056.0,"Gucci Bloom Eau de Parfum for Women is a sophisticated perfume capturing the spirit of the authentic women of Gucci. Enticing notes of Tuberose and Jasmine leave an unexpectedly rich white floral scent on the skin. Rangoon Creeper Accord infuses this Gucci scent with a powdery, floral edge."
https://www.ulta.com/p/bloom-eau-de-toilette-pimprod2031313,Bloom Eau de Toilette - 3.3 oz,141.0,4.5,5046.0,"Gucci Bloom Eau de Toilette is a lighter interpretation of the Gucci Bloom signature that gently encourages women to bloom into the truest version of themselves. Characterized by a trio of Jasmine, Tuberose and Rangoon Creeper, it is now enlightened by a sweetened Neroli accord."
https://www.ulta.com/p/bloom-eau-de-toilette-pimprod2043110,Bloom Eau De Toilette - 0.33 oz,29.0,4.7,300.0,"Discover the new Kate Spade Bloom Eau de Toilette, a floral green musky fragrance that takes you into a blooming universe of pastel tones. Experience hints of granny smith apple and sweet orange essence along with bright notes of white camelia blossoming in a sensual woody trail."
https://www.ulta.com/p/bloom-parfum-pimprod2051665,Bloom Parfum - 3.3 oz,180.0,4.6,499.0,"Coral Jasmine lends this Gucci perfume a luminous floral note, bathing the scent in an elegant golden veil. Tuberose adds richness, while Peru Balsam offers ambery dimension contrasted by a duo of vanillas."
https://www.ulta.com/p/blooming-fire-parfum-pimprod2045015,BLOOMING FIRE Parfum - 3.4 oz,100.0,4.6,621.0,'Ôrəbella founded by Bella Hadid. BLOOMING FIRE Parfum is a transportive tropical oasis of monoi flower and exotic patchouli with a radiant bergamot.
https://www.ulta.com/p/blue-eau-de-toilette-fs1005039,Blue Eau de Toilette,110.0,4.5,4440.0,"Blue Eau de Toilette by Ralph Lauren is a rich floral perfume for women featuring vibrant and refreshing notes of lotus flower, peony, lilac, and jasmine."
https://www.ulta.com/p/body-hair-mist-pimprod2050804,Body and Hair Mist - Jasmine & Sandalwood,14.0,4.5,828.0,Envelop yourself in an ethereal daydream with a fantastically fragrant spritz of Body and Hair Mist. Method's long-lasting fragrance leaves your skin and hair smelling scent-sational. It’s what dreams are sprayed of.
https://www.ulta.com/p/body-mist-by-vacation-pimprod2051691,"Body Mist by Vacation - ""Grand Cuvée""",24.0,4.4,718.0,"Body Mists by Vacation bring the signature scents of the Vacation Sunscreen Company into a fun mist format built for lighter wear, poolside portability, and effortless on-the-go spritzing. Spritz them on their own or layer over Vacation sunscreens for a transportive fragrance experience."
https://www.ulta.com/p/bois-pacifique-eau-de-parfum-pimprod2049676,Bois Pacifique Eau de Parfum - 1.7 oz,165.0,5.0,5.0,"Notes of silver-sleek cardamom, fresh turmeric and akigalawood are warmed by the fiery resin, olibanum. In this fragrance, the awe-inspiring vitality of deep, multi-dimensional woods – cedar, oakwood and sandalwood – takes root in opulent, amber-vanilla notes."
https://www.ulta.com/p/born-in-roma-donna-extradose-parfum-pimprod2050294,Born in Roma Donna Extradose Parfum - 3.4 oz,205.0,4.8,1879.0,"Valentino Born in Roma Donna Extradose Parfum is a floral-ambery fragrance for women, an extradose of vanilla with liquor-like and captivating notes for an extra-addiction."
https://www.ulta.com/p/born-in-roma-perfumed-hair-body-mist-pimprod2055577,Born In Roma Perfumed Hair & Body Mist,65.0,3.2,9.0,"Valentino Born In Roma Perfumed Hair & Body Mist, a perfumed hair and body mist with the iconic Donna Born in Roma fragrance scent that leaves hair and skin feeling silky to the touch."
https://www.ulta.com/p/bright-crystal-absolu-eau-de-parfum-xlsImpprod6440485,Bright Crystal Absolu Eau de Parfum - 1.7 oz,128.0,4.7,196.0,"Versace Bright Crystal Absolu Eau de Parfum, the intense version of one of the most beloved jewel-fragrances in the world, where the essence of bright crystal is enhanced to the extreme."
https://www.ulta.com/p/bright-crystal-crystal-noir-mini-duo-pimprod2052735,Bright Crystal & Crystal Noir Mini Duo,30.0,4.5,6.0,Discover the elegance of Versace Bright Crystal Eau de Toilette and Crystal Noir Eau de Toilette in this luxurious mini gift set.
https://www.ulta.com/p/bright-crystal-eau-de-toilette-2-piece-gift-set-pimprod2005336,Bright Crystal Eau de Toilette 2 Piece Gift Set,79.0,4.6,40.0,"Versace Bright Crystal Sheer sensuality, crystal transparency, and luminous brightness - Bright Crystal, a precious jewel of rare beauty characterized by a fresh, vibrant, flowery scent One of Versace's most beloved jewel-fragrances in the world."
https://www.ulta.com/p/bright-crystal-eau-de-toilette-VP12312,Bright Crystal Eau de Toilette - 3.0 oz,128.0,4.6,1386.0,"Versace Bright Crystal Eau de Toilette is a sparkling floral scent featuring notes of yuzu, rose and magnolia."
https://www.ulta.com/p/brit-her-eau-de-parfum-VP10147,Brit For Her Eau de Parfum - 1.6 oz,120.0,4.7,723.0,"Burberry Brit For Her Eau de Parfum is a candied floral fragrance that is sensual and addictive. Crisp, icy pear, sugared almond and intense vanilla."
https://www.ulta.com/p/bronze-goddess-eau-fraiche-eau-de-toilette-xlsImpprod12191169,Bronze Goddess Eau Fraîche Eau de Toilette - 1.7 oz,88.0,3.9,157.0,"Estée Lauder's Bronze Goddess Eau Fraîche Fragrance Spray is an alluring, sexy fragrance that glows up your day. A cult favorite perfume with its blend of Tiare flower, coconut, amber, sandalwood and vanilla."
https://www.ulta.com/p/burberry-2-piece-mini-perfume-gift-set-pimprod2054526,Burberry 2-Piece Mini Perfume Gift Set,39.0,4.2,11.0,"Experience the gourmand, fruity scent of Burberry Her Elixir de Parfum, offering fruity gourmand notes alongside a burst of dark red berries with jasmine, rounded with vanilla and amber. Burberry Goddess Eau de Parfum, a gourmand aromatic scent led by a trio of vanillas, enriched with lavender."
https://www.ulta.com/p/burberry-goddess-eau-de-parfum-intense-pimprod2046411,Burberry Goddess Eau de Parfum Intense - 3.3 oz,190.0,4.7,1716.0,"Burberry Goddess Eau de Parfum Intense is a gourmand aromatic fragrance. The signature trio of vanillas from Goddess Eau de Parfum is amplified with a fourth vanilla wood (vanilla SFE) that has a smoky character. When combined with lavender essence, it intensifies the scent with a woody aroma."
https://www.ulta.com/p/burberry-goddess-eau-de-parfum-pimprod2040465,Burberry Goddess Eau de Parfum - 3.3 oz,181.0,4.7,2235.0,"The power within. Burberry Goddess tells a story of self-discovery. An elegant design, Burberry Goddess Eau de Parfum is the first refillable perfume by Burberry. This scent is a unique aromatic gourmand fragrance led by a powerful trio of vanillas, enriched with luminous lavender."
https://www.ulta.com/p/burberry-goddess-parfum-pimprod2053196,Burberry Goddess Parfum - 3.3 oz,199.0,4.7,776.0,"Burberry Goddess Parfum's scent opens with a bold raspberry accord, complemented by the floral aroma of lavender essence. A signature trio of vanillas reveals richness at the heart, while an irresistible suede leather accord brings warmth to the base."
https://www.ulta.com/p/cafe-rose-eau-de-parfum-pimprod2040396,Café Rose Eau de Parfum - 3.4 oz,240.0,4.2,863.0,Tom Ford's Café Rose Eau de Parfum captures the untamed sensuality of a refined rose infused with the unexpected twist of dark coffee.
https://www.ulta.com/p/candy-eau-de-parfum-mini-travel-spray-set-pimprod2037356,Candy Eau de Parfum Mini And Travel Spray Set,40.0,4.7,7072.0,"Explore Prada Candy Eau de Parfum with this Gift Set featuring a Mini and Travel perfume spray. The playful and feminine fragrance blends notes of addictive and sweet caramel, delicately fragrant iris and elegant white musk. A fragrance for a woman impossible to ignore."
https://www.ulta.com/p/candy-eau-de-parfum-xlsImpprod4630107,Candy Eau de Parfum - 2.7 oz,162.0,4.7,7072.0,"Rethink reality with Prada Candy Eau de Parfum Spray, a joyful olfactory balance merging caramel accord with warm benzoin resin inside a cloud of white musk. A jolt to the system, this perfume triggers bugs of spontaneity in the software of life to open exhilarating spaces of re-imagined reality."
https://www.ulta.com/p/caramel-temptress-eau-de-parfum-intense-pimprod2054537,Caramel Temptress Eau De Parfum Intense,49.0,4.4,27.0,"Spritz your way to embodying the ultimate Baddie with Supersuites's captivating collection of intoxicating fragrances that elevate your every moment. Caramel Temptress Eau De Parfum Intense is an ode to confidence and fun, designed for those who love to live loudly and shine endlessly."
https://www.ulta.com/p/cashmere-mist-aluminum-free-deodorant-pimprod2036696,Cashmere Mist Aluminum-Free Deodorant,32.0,2.7,118.0,Introducing the Donna Karan Aluminum-Free Deodorant which is infused with the beloved Cashmere Mist scent.
https://www.ulta.com/p/cashmere-mist-deodorant-fs748724,Cashmere Mist Deodorant,32.0,4.6,775.0,Treat your body to the ultimate layer of protection. An effective deodorant and antiperspirant infused with the soft Donna Karan Cashmere Mist scent.
